method,params,silhouette,davies_bouldin,calinski_harabasz
KMeans,{'k': 4},0.3735178919547753,0.8409798572304468,135.67639626614786
DBSCAN,"{'eps': 0.5, 'min_samples': 5}",0.23359831047698035,1.9122822697603379,18.323973103698307
Hierarchical,"{'n_clusters': 4, 'linkage': 'ward'}",0.3596785852237523,0.9129616531065509,127.21405131938687
